Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date
Anton Stach,de GER,CM,26-036,"Saturday December 21, 2024",0,1,0.0,0.0,0.1,0.1,4,83,83,83,12,12,1,1,31,2,0.1,0.1,0.7,11,80,3,2,1,72,72,72,0,0,0,22,0,100.0,0,1,0,0,68,2,3,1,1,33.3,30.06.2029
Jens Stage,dk DEN,CM,28-065,"Sunday January 12, 2025",0,0,0.0,0.0,0.0,0.0,0,41,41,41,0,0,0,0,8,0,0.0,0.0,0.1,3,40,0,0,4,30,30,30,1,0,0,11,1,,0,0,0,0,32,6,1,4,0,0.0,-
Andreas Skov Olsen,dk DEN,RM,25-131,"Friday May 9, 2025",0,0,0.0,0.0,0.1,0.1,3,24,24,24,1,1,0,0,4,2,0.1,0.1,0.0,1,22,2,0,3,15,15,15,0,1,0,18,7,0.0,2,1,0,0,20,5,0,3,1,100.0,30.06.2029
Jens Stage,dk DEN,CM,27-326,"Sunday September 29, 2024",3,4,1.1,1.1,0.0,0.0,2,50,50,50,2,2,0,0,15,1,0.0,0.0,0.5,2,50,0,0,3,43,43,43,0,1,0,36,9,0.0,1,3,1,0,44,5,3,3,3,75.0,-
Anton Stach,de GER,CM,26-183,"Saturday May 17, 2025",0,0,0.0,0.0,0.0,0.0,1,28,28,28,4,4,0,0,14,1,0.0,0.0,0.0,2,28,0,0,0,24,24,24,0,0,0,5,1,0.0,0,0,3,0,22,2,1,0,1,100.0,30.06.2029
Anton Stach,de GER,DM,26-119,"Friday March 14, 2025",0,0,0.0,0.0,0.0,0.0,0,43,43,43,4,4,0,0,13,5,0.0,0.0,0.0,4,43,0,0,1,36,36,36,0,6,0,2,1,,0,1,2,0,25,0,2,1,3,75.0,30.06.2029
Jens Stage,dk DEN,CM,28-148,"Saturday April 5, 2025",0,2,0.2,0.2,0.0,0.0,1,29,29,29,2,2,0,0,8,3,0.0,0.0,0.0,1,28,1,0,0,24,24,24,0,3,0,5,2,,0,0,0,0,18,3,2,0,0,,-
Joakim Mæhle,dk DEN,LB,27-258,"Sunday February 2, 2025",0,1,0.2,0.2,0.0,0.0,0,31,31,31,1,1,0,0,10,0,0.0,0.0,0.0,1,26,5,1,1,22,22,22,0,5,0,5,1,0.0,1,3,1,0,18,2,1,1,1,50.0,30.06.2027
Rasmus Kristensen,dk DEN,"RB,CB",27-143,"Sunday December 1, 2024",0,0,0.0,0.0,0.1,0.1,2,70,70,70,9,9,1,1,29,4,0.1,0.1,0.4,9,59,11,0,1,58,58,58,0,1,0,14,1,100.0,0,2,1,0,46,4,1,1,4,80.0,30.06.2029
Kamil Grabara,pl POL,GK,26-025,"Sunday February 2, 2025",0,0,0.0,0.0,0.0,0.0,0,31,31,31,0,0,0,0,10,5,0.0,0.0,0.0,1,21,9,0,0,17,17,17,1,1,0,0,0,,0,0,0,0,17,0,0,0,0,,30.06.2028
Jamal Musiala,de GER,AM,22-002,"Friday February 28, 2025",0,2,0.5,0.5,0.1,0.1,6,32,32,32,2,2,4,4,7,3,0.1,0.1,0.2,3,31,1,2,0,28,28,28,0,0,0,20,8,57.1,3,2,8,2,32,7,2,0,0,,30.06.2030
Florian Wirtz,de GER,"FW,CM",21-218,"Saturday December 7, 2024",1,2,0.6,0.6,0.0,0.0,1,52,52,52,10,10,2,2,19,1,0.0,0.0,0.4,2,51,1,1,0,46,46,46,0,0,0,27,4,50.0,2,1,2,1,54,8,1,0,0,0.0,30.06.2030
Florian Wirtz,de GER,AM,21-267,"Saturday January 25, 2025",0,4,0.6,0.6,0.3,0.3,7,30,30,30,4,4,6,6,7,2,0.3,0.3,0.2,3,29,1,0,2,26,26,26,0,0,0,26,6,66.7,3,4,2,2,35,7,0,2,0,0.0,30.06.2030
Florian Wirtz,de GER,AM,21-281,"Saturday February 8, 2025",0,1,0.1,0.1,0.0,0.0,4,17,17,17,3,3,2,2,5,2,0.0,0.0,0.0,2,14,3,0,3,12,12,12,0,0,0,16,3,40.0,3,1,2,1,13,5,0,3,0,,30.06.2030
Jamal Musiala,de GER,"AM,DM",21-278,"Saturday November 30, 2024",1,2,0.2,0.2,0.4,0.4,7,52,52,52,8,8,6,6,16,2,0.4,0.4,0.3,4,50,1,0,0,45,45,45,1,0,1,24,4,54.5,4,2,2,2,54,6,1,0,0,,30.06.2030
Jamal Musiala,de GER,AM,21-324,"Wednesday January 15, 2025",0,1,0.1,0.1,0.3,0.3,3,11,11,11,3,3,0,0,2,0,0.3,0.3,0.1,2,10,1,0,0,8,8,8,0,0,0,7,0,0.0,1,0,0,1,12,2,0,0,0,,30.06.2030
Florian Wirtz,de GER,AM,21-344,"Saturday April 12, 2025",0,0,0.0,0.0,0.2,0.2,2,35,35,35,4,4,0,0,10,4,0.2,0.2,0.1,1,30,5,0,8,25,25,25,0,0,0,34,2,0.0,1,0,2,1,30,6,1,8,0,0.0,30.06.2030
Jamal Musiala,de GER,FW,21-285,"Saturday December 7, 2024",2,3,0.5,0.5,0.0,0.0,2,20,20,20,2,2,0,0,2,0,0.0,0.0,0.0,3,20,0,0,0,16,16,16,0,0,0,9,4,0.0,2,0,1,1,25,2,0,0,0,0.0,30.06.2030
Jamal Musiala,de GER,AM,21-250,"Saturday November 2, 2024",0,2,0.2,0.2,0.1,0.1,3,42,42,42,6,6,1,1,13,2,0.1,0.1,0.8,1,42,0,1,0,33,33,33,0,0,0,26,5,100.0,0,3,1,0,42,8,0,0,1,33.3,30.06.2030
Jamal Musiala,de GER,CM,21-188,"Sunday September 1, 2024",0,0,0.0,0.0,0.2,0.2,5,46,46,46,4,4,3,3,14,0,0.2,0.2,0.3,2,45,1,1,1,38,38,38,0,1,0,18,3,37.5,5,0,1,2,47,5,0,1,0,,30.06.2030
Florian Wirtz,de GER,AM,21-155,"Saturday October 5, 2024",0,5,0.2,0.2,0.0,0.0,8,100,100,100,5,5,4,4,17,3,0.0,0.0,0.4,6,93,7,0,4,87,87,87,0,0,0,89,12,40.0,5,1,2,3,103,27,0,4,1,25.0,30.06.2030
Jamal Musiala,de GER,AM,22-037,"Friday April 4, 2025",1,2,0.4,0.4,0.0,0.0,4,22,22,22,3,3,1,1,7,2,0.0,0.0,0.1,1,22,0,1,0,17,17,17,0,0,0,22,9,25.0,3,0,1,0,26,5,1,0,0,,30.06.2030
Florian Wirtz,de GER,AM,22-008,"Sunday May 11, 2025",0,6,0.7,0.7,0.6,0.6,9,76,76,76,5,5,4,4,17,2,0.6,0.6,0.7,2,60,16,2,8,61,61,61,0,0,0,57,8,44.4,4,2,3,0,61,10,0,8,1,50.0,30.06.2030
Jamal Musiala,de GER,AM,21-363,"Sunday February 23, 2025",1,3,0.6,0.6,0.2,0.2,7,49,49,49,7,7,5,5,8,1,0.2,0.2,0.4,4,49,0,1,0,40,40,40,0,0,0,30,7,71.4,2,2,2,5,55,6,0,0,0,0.0,30.06.2030
Florian Wirtz,de GER,AM,21-142,"Sunday September 22, 2024",1,3,0.1,0.1,0.1,0.1,11,95,95,95,16,16,10,10,15,5,0.1,0.1,0.2,4,85,9,1,4,83,83,83,1,0,0,70,3,71.4,4,1,2,1,85,15,0,4,0,0.0,30.06.2030
Florian Wirtz,de GER,AM,21-295,"Saturday February 22, 2025",0,2,0.5,0.5,0.4,0.4,3,68,68,68,8,8,2,2,12,1,0.4,0.4,0.5,5,65,3,3,6,51,51,51,0,1,0,52,6,40.0,3,3,0,0,55,15,0,6,1,25.0,30.06.2030
Jamal Musiala,de GER,AM,21-334,"Saturday January 25, 2025",0,1,0.1,0.1,0.0,0.0,1,43,43,43,4,4,6,6,10,2,0.0,0.0,0.0,2,42,1,0,1,35,35,35,0,0,0,27,4,75.0,1,5,6,1,52,7,0,1,0,0.0,30.06.2030
Florian Wirtz,de GER,CM,21-211,"Saturday November 30, 2024",0,0,0.0,0.0,0.2,0.2,2,28,28,28,0,0,0,0,4,2,0.2,0.2,0.2,1,24,4,0,4,20,20,20,0,0,0,12,0,0.0,1,1,2,1,23,3,1,4,0,,30.06.2030
Florian Wirtz,de GER,AM,21-148,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,2,26,26,26,4,4,1,1,2,1,0.0,0.0,0.0,3,26,0,0,1,15,15,15,0,0,0,14,0,33.3,2,2,5,1,19,5,2,1,0,0.0,30.06.2030
Florian Wirtz,de GER,AM,21-120,"Saturday August 31, 2024",0,7,0.3,0.3,0.9,0.9,9,89,89,89,8,8,2,2,18,4,0.9,0.9,1.1,2,84,5,1,2,69,69,69,0,0,0,60,10,40.0,3,4,0,3,79,11,0,2,1,100.0,30.06.2030
Jamal Musiala,de GER,AM,21-244,"Sunday October 27, 2024",1,4,0.4,0.4,0.5,0.5,7,25,25,25,4,4,6,6,11,1,0.5,0.5,0.4,2,25,0,1,0,23,23,23,0,1,0,14,8,75.0,2,1,1,0,31,3,1,0,0,,30.06.2030
Jamal Musiala,de GER,AM,21-208,"Saturday September 21, 2024",1,9,1.5,1.5,0.1,0.1,6,53,53,53,7,7,2,2,15,2,0.1,0.1,0.4,2,50,2,1,0,45,45,45,1,0,0,48,14,40.0,3,4,4,2,64,12,3,0,1,100.0,30.06.2030
Jamal Musiala,de GER,AM,21-270,"Friday November 22, 2024",0,10,0.6,0.6,0.2,0.2,12,51,51,51,9,9,5,5,15,1,0.2,0.2,0.2,8,49,1,1,0,41,41,41,1,0,0,49,14,55.6,4,2,4,1,64,15,0,0,1,50.0,30.06.2030
Jamal Musiala,de GER,AM,21-298,"Friday December 20, 2024",1,3,0.8,0.8,0.2,0.2,4,59,59,59,9,9,3,3,11,1,0.2,0.2,0.2,4,57,1,0,0,49,49,49,1,0,0,36,12,75.0,1,0,2,0,59,9,0,0,0,,30.06.2030
Jamal Musiala,de GER,AM,21-341,"Saturday February 1, 2025",1,5,0.8,0.8,0.8,0.8,9,62,62,62,5,5,4,4,12,2,0.8,0.8,0.7,5,60,1,2,0,50,50,50,1,0,0,43,10,80.0,1,4,1,1,65,9,1,0,1,100.0,30.06.2030
Florian Wirtz,de GER,"FW,LM",21-288,"Saturday February 15, 2025",0,4,0.6,0.6,0.1,0.1,6,59,59,59,5,5,6,6,19,0,0.1,0.1,0.3,2,53,5,1,3,39,39,39,1,0,0,42,2,50.0,5,1,1,6,56,7,0,3,0,0.0,30.06.2030
Florian Wirtz,de GER,AM,22-001,"Sunday May 4, 2025",1,1,0.0,0.0,0.0,0.0,3,80,80,80,12,12,2,2,20,2,0.0,0.0,0.2,7,77,3,0,6,56,56,56,0,0,1,37,2,50.0,2,6,2,1,70,12,2,6,0,0.0,30.06.2030
Florian Wirtz,de GER,"AM,CM",21-275,"Sunday February 2, 2025",0,1,0.1,0.1,0.5,0.5,3,41,41,41,6,6,4,4,16,0,0.5,0.5,0.1,3,41,0,0,0,34,34,34,0,0,0,19,3,80.0,1,2,2,0,43,3,2,0,0,,30.06.2030
Florian Wirtz,de GER,AM,21-260,"Saturday January 18, 2025",2,1,1.2,0.4,0.5,0.5,3,52,52,52,4,4,2,2,8,2,0.5,0.5,0.5,1,48,4,1,4,37,37,37,0,1,0,36,5,66.7,1,2,3,2,49,14,1,4,0,0.0,30.06.2030
Jamal Musiala,de GER,AM,22-017,"Saturday March 15, 2025",0,2,0.4,0.4,0.0,0.0,1,45,45,45,5,5,2,2,11,1,0.0,0.0,0.1,5,43,2,1,2,38,38,38,0,0,0,49,8,22.2,5,4,5,1,52,12,3,2,0,0.0,30.06.2030
Florian Wirtz,de GER,AM,21-302,"Saturday March 1, 2025",0,3,0.2,0.2,0.1,0.1,3,44,44,44,5,5,1,1,10,3,0.1,0.1,0.1,2,40,3,3,1,36,36,36,1,1,0,27,7,20.0,4,2,1,3,43,7,0,1,0,0.0,30.06.2030
Florian Wirtz,de GER,"AM,FW",21-232,"Saturday December 21, 2024",1,2,1.0,0.2,0.5,0.5,10,74,74,74,8,8,6,6,15,3,0.5,0.5,0.5,5,74,0,1,3,62,62,62,0,0,0,40,8,85.7,1,1,2,0,66,10,0,3,0,0.0,30.06.2030
Jamal Musiala,de GER,AM,21-257,"Saturday November 9, 2024",1,3,0.1,0.1,0.2,0.2,5,47,47,47,3,3,1,1,7,0,0.2,0.2,0.3,8,45,2,0,1,36,36,36,0,0,0,26,6,14.3,5,2,5,0,46,9,1,1,0,,30.06.2030
Florian Wirtz,de GER,"AM,FW",21-169,"Saturday October 19, 2024",0,2,0.1,0.1,0.0,0.0,3,24,24,24,2,2,2,2,3,0,0.0,0.0,0.1,1,24,0,0,1,21,21,21,0,0,0,22,5,66.7,1,4,1,1,26,5,1,1,0,,30.06.2030
Florian Wirtz,de GER,AM,21-352,"Sunday April 20, 2025",0,0,0.0,0.0,0.1,0.1,3,72,72,72,12,12,1,1,14,7,0.1,0.1,0.2,8,63,9,2,6,53,53,53,0,1,0,32,2,14.3,5,2,5,3,67,16,0,6,0,0.0,30.06.2030
Jamal Musiala,de GER,AM,21-355,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,0,18,18,18,0,0,2,2,6,0,0.0,0.0,0.0,1,17,1,0,0,17,17,17,0,0,0,8,1,28.6,3,3,4,2,25,0,1,0,0,0.0,30.06.2030
Jamal Musiala,de GER,"AM,DM",21-181,"Sunday August 25, 2024",1,3,1.0,1.0,0.0,0.0,5,51,51,51,11,11,4,4,13,4,0.0,0.0,0.1,7,48,3,0,0,42,42,42,0,1,0,23,6,57.1,2,3,3,0,51,4,2,0,0,,30.06.2030
Florian Wirtz,de GER,AM,21-112,"Friday August 23, 2024",2,3,1.1,0.2,0.3,0.3,8,67,67,67,7,7,0,0,21,3,0.3,0.3,0.3,2,65,2,0,3,48,48,48,0,0,0,42,6,0.0,3,2,1,0,59,10,0,3,0,,30.06.2030
Florian Wirtz,de GER,"LW,AM",22-014,"Saturday May 17, 2025",0,3,0.1,0.1,0.1,0.1,2,45,45,45,0,0,1,1,8,3,0.1,0.1,0.1,4,43,2,0,3,33,33,33,0,1,0,23,2,50.0,1,2,1,2,43,7,1,3,1,100.0,30.06.2030
Florian Wirtz,de GER,FW,21-252,"Friday January 10, 2025",0,0,0.0,0.0,0.0,0.0,0,11,11,11,1,1,0,0,3,0,0.0,0.0,0.0,0,10,1,0,0,7,7,7,0,0,0,6,0,0.0,1,0,2,2,15,1,0,0,1,33.3,30.06.2030
Jamal Musiala,de GER,AM,21-327,"Saturday January 18, 2025",0,1,0.1,0.1,0.0,0.0,1,8,8,8,1,1,0,0,3,0,0.0,0.0,0.0,0,8,0,0,0,8,8,8,0,0,0,6,1,,0,1,1,1,10,0,0,0,0,,30.06.2030
Jamal Musiala,de GER,"LW,AM",22-010,"Saturday March 8, 2025",0,1,0.1,0.1,0.0,0.0,1,14,14,14,0,0,4,4,1,1,0.0,0.0,0.0,1,13,1,0,1,11,11,11,0,0,0,14,8,80.0,1,1,2,2,16,8,0,1,2,100.0,30.06.2030
Florian Wirtz,de GER,AM,21-309,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,1,1,1,1,0,0,0,1,0,,0,0,0,0,3,1,1,1,0,,30.06.2030
Florian Wirtz,de GER,AM,21-182,"Friday November 1, 2024",0,4,0.3,0.3,0.6,0.6,6,55,55,55,5,5,5,5,7,3,0.6,0.6,0.5,4,43,11,0,6,43,43,43,1,0,0,43,3,71.4,2,2,2,2,47,12,2,6,0,,30.06.2030
Florian Wirtz,de GER,AM,21-190,"Saturday November 9, 2024",0,2,0.1,0.1,0.4,0.4,6,74,74,74,10,10,7,7,18,4,0.4,0.4,0.5,7,69,4,3,2,61,61,61,1,1,0,45,3,70.0,3,4,1,1,71,11,0,2,0,,30.06.2030
Jamal Musiala,de GER,AM,21-201,"Saturday September 14, 2024",1,1,0.2,0.2,0.5,0.5,1,16,16,16,0,0,2,2,3,2,0.5,0.5,0.0,0,14,2,0,0,14,14,14,0,0,0,10,4,50.0,2,0,0,1,18,3,1,0,0,,30.06.2030
Jamal Musiala,de GER,AM,21-215,"Saturday September 28, 2024",0,3,0.1,0.1,0.0,0.0,2,41,41,41,2,2,3,3,11,2,0.0,0.0,0.3,3,40,1,0,0,36,36,36,0,0,0,32,4,75.0,1,3,4,2,44,11,1,0,0,,30.06.2030
Jamal Musiala,de GER,"AM,DM",21-292,"Saturday December 14, 2024",0,1,0.1,0.1,0.0,0.0,2,37,37,37,4,4,1,1,9,1,0.0,0.0,0.0,4,37,0,0,0,25,25,25,0,1,0,14,4,50.0,0,0,4,1,37,4,1,0,0,0.0,30.06.2030
Florian Wirtz,de GER,AM,21-204,"Saturday November 23, 2024",0,3,0.1,0.1,0.2,0.2,7,93,93,93,7,7,5,5,16,3,0.2,0.2,0.4,3,92,1,1,2,73,73,73,0,0,0,63,6,62.5,3,4,0,0,92,12,1,2,0,,30.06.2030
Florian Wirtz,de GER,AM,21-176,"Saturday October 26, 2024",0,3,0.1,0.1,0.3,0.3,4,70,70,70,3,3,1,1,10,1,0.3,0.3,0.2,1,62,8,0,3,57,57,57,0,0,0,55,9,33.3,2,7,4,3,68,9,2,3,1,33.3,30.06.2030
Jamal Musiala,de GER,AM,22-031,"Saturday March 29, 2025",0,4,0.6,0.6,0.5,0.5,8,34,34,34,4,4,3,3,10,0,0.5,0.5,0.8,1,33,1,1,0,27,27,27,0,0,0,35,11,42.9,4,2,2,2,36,4,0,0,1,100.0,30.06.2030
Florian Wirtz,de GER,AM,21-134,"Saturday September 14, 2024",1,1,0.8,0.0,0.2,0.2,8,85,85,85,6,6,1,1,18,2,0.2,0.2,0.6,2,80,5,1,4,72,72,72,0,0,0,64,6,33.3,1,4,1,4,78,22,2,4,0,0.0,30.06.2030
Jamal Musiala,de GER,AM,21-347,"Friday February 7, 2025",0,2,0.2,0.2,0.3,0.3,9,64,64,64,4,4,4,4,18,2,0.3,0.3,0.3,2,64,0,1,2,56,56,56,0,1,0,46,8,44.4,4,4,3,3,68,5,1,2,0,0.0,30.06.2030
Florian Wirtz,de GER,FW,21-358,"Saturday April 26, 2025",0,2,0.1,0.1,0.1,0.1,6,49,49,49,8,8,1,1,12,2,0.1,0.1,0.1,7,43,2,1,2,37,37,37,4,0,0,25,3,20.0,4,1,2,1,52,12,1,2,1,100.0,30.06.2030
Florian Wirtz,de GER,"AM,FW",21-225,"Saturday December 14, 2024",1,4,0.1,0.1,0.0,0.0,3,65,65,65,3,3,1,1,12,2,0.0,0.0,0.1,2,59,5,2,6,53,53,53,1,0,0,42,3,50.0,1,3,2,0,59,10,0,6,0,0.0,30.06.2030
Florian Wirtz,de GER,AM,21-256,"Tuesday January 14, 2025",0,5,0.3,0.3,0.4,0.4,6,70,70,70,5,5,3,3,13,2,0.4,0.4,0.9,4,69,1,2,3,52,52,52,0,0,0,56,8,30.0,7,3,3,2,74,16,1,3,1,25.0,30.06.2030
Nathan Tella,ng NGA,RW,25-148,"Saturday November 30, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,2,2,2,0,0,0,2,0,0.0,1,1,0,0,2,1,0,0,0,,30.06.2028
El Bilal Toure,ml MLI,FW,23-029,"Friday November 1, 2024",0,0,0.0,0.0,0.0,0.0,0,10,10,10,1,1,0,0,1,0,0.0,0.0,0.0,1,10,0,0,0,6,6,6,0,1,0,7,2,,0,0,4,0,11,3,2,0,3,50.0,30.06.2027
Rocco Reitz,de GER,DM,22-122,"Saturday September 28, 2024",0,1,0.0,0.0,0.0,0.0,0,15,15,15,3,3,1,1,7,2,0.0,0.0,0.0,3,15,0,0,1,11,11,11,0,1,0,4,0,100.0,0,1,0,1,14,3,1,1,0,,30.06.2028
Chris Fuhrich,de GER,LW,27-114,"Saturday May 3, 2025",0,4,0.5,0.5,0.0,0.0,2,27,27,27,3,3,0,0,7,0,0.0,0.0,0.0,2,24,3,0,0,23,23,23,0,2,0,22,4,0.0,1,1,1,1,25,6,0,0,1,100.0,30.06.2028
Nathan Tella,ng NGA,AM,25-289,"Sunday April 20, 2025",0,0,0.0,0.0,0.1,0.1,1,25,25,25,0,0,0,0,4,0,0.1,0.1,0.2,0,25,0,0,0,21,21,21,0,0,0,16,4,0.0,0,1,0,1,26,13,1,0,0,0.0,30.06.2028
El Bilal Toure,ml MLI,LW,22-333,"Saturday August 31, 2024",0,2,0.1,0.1,0.0,0.0,1,6,6,6,0,0,0,0,1,0,0.0,0.0,0.0,0,5,0,0,0,5,5,5,1,0,0,7,3,,0,1,1,0,7,3,0,0,0,,30.06.2027
Emi Buendia,ar ARG,CB,28-116,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,0,0,2,0,0.0,0,0,0,0,3,1,1,0,0,,30.06.2027
Nathan Tella,ng NGA,"FW,AM",25-218,"Saturday February 8, 2025",0,1,0.0,0.0,0.0,0.0,0,14,14,14,1,1,3,3,4,0,0.0,0.0,0.0,0,14,0,0,3,7,7,7,0,1,0,16,1,75.0,1,1,3,1,14,3,0,3,1,100.0,30.06.2028
Chris Fuhrich,de GER,"LM,CM,RM",26-291,"Saturday October 26, 2024",0,0,0.0,0.0,0.0,0.0,1,14,14,14,1,1,0,0,4,0,0.0,0.0,0.0,0,12,2,0,1,11,11,11,0,0,0,15,3,0.0,2,0,1,0,13,2,0,1,0,,30.06.2028
Benjamin Henrichs,de GER,WB,27-260,"Saturday November 9, 2024",0,1,0.0,0.0,0.0,0.0,2,33,33,33,2,2,0,0,11,1,0.0,0.0,0.0,2,30,3,0,1,27,27,27,0,1,0,15,0,,0,1,1,0,28,5,0,1,0,,30.06.2028
Rocco Reitz,de GER,DM,22-326,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,28,28,28,2,2,4,4,8,2,0.0,0.0,0.0,1,26,2,1,2,17,17,17,0,2,0,4,0,80.0,1,0,2,0,23,0,2,2,0,0.0,30.06.2028
Chris Fuhrich,de GER,LW,27-106,"Friday April 25, 2025",0,1,0.1,0.1,0.2,0.2,2,40,40,40,4,4,3,3,8,2,0.2,0.2,0.1,1,38,2,0,2,32,32,32,0,1,0,30,4,60.0,2,6,2,1,38,10,0,2,0,0.0,30.06.2028
Chris Fuhrich,de GER,"LM,CM",26-263,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,3,10,10,10,0,0,0,0,2,1,0.0,0.0,0.0,1,9,1,0,0,9,9,9,0,1,0,6,2,0.0,0,1,1,1,8,1,0,0,0,,30.06.2028
Nathan Tella,ng NGA,FW,25-310,"Sunday May 11, 2025",0,3,0.4,0.4,0.5,0.5,2,6,6,6,0,0,0,0,2,0,0.5,0.5,0.3,0,6,0,0,0,6,6,6,0,0,0,10,5,0.0,2,0,0,1,10,3,0,0,0,0.0,30.06.2028
Emi Buendia,ar ARG,AM,28-045,"Saturday February 8, 2025",0,0,0.0,0.0,0.1,0.1,1,12,12,12,5,5,0,0,4,0,0.1,0.1,0.1,0,12,0,0,1,9,9,9,0,0,0,8,0,,0,0,1,1,9,0,1,1,0,,30.06.2027
Ansgar Knauff,de GER,RM,22-297,"Saturday November 2, 2024",1,2,0.5,0.5,0.0,0.0,2,31,31,31,5,5,1,1,8,2,0.0,0.0,0.1,1,31,0,0,2,21,21,21,0,0,0,21,4,50.0,1,1,2,0,20,6,1,2,2,100.0,30.06.2028
Emi Buendia,ar ARG,LM,28-122,"Saturday April 26, 2025",1,2,0.1,0.1,0.0,0.0,2,25,25,25,1,1,1,1,5,0,0.0,0.0,0.2,0,24,1,2,0,19,19,19,0,0,0,11,4,100.0,0,0,1,1,26,4,0,0,2,100.0,30.06.2027
Nathan Tella,ng NGA,AM,25-119,"Friday November 1, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,0,0,2,0,,0,0,0,0,1,0,0,0,0,,30.06.2028
El Bilal Toure,ml MLI,FW,23-023,"Saturday October 26, 2024",1,4,0.1,0.1,0.8,0.8,2,11,11,11,2,2,0,0,2,0,0.8,0.8,0.3,0,11,0,1,0,7,7,7,0,0,0,13,3,,0,1,0,0,14,4,0,0,3,75.0,30.06.2027
Benjamin Henrichs,de GER,"LB,RB",27-253,"Saturday November 2, 2024",0,1,0.0,0.0,0.0,0.0,1,36,36,36,2,2,1,1,6,2,0.0,0.0,0.0,3,29,7,0,1,28,28,28,0,5,0,6,0,50.0,1,1,0,1,28,2,1,1,0,,30.06.2028
Ansgar Knauff,de GER,WB,23-016,"Sunday January 26, 2025",0,1,0.0,0.0,0.1,0.1,3,31,31,31,3,3,0,0,10,0,0.1,0.1,0.4,1,30,1,2,1,24,24,24,0,1,0,14,1,0.0,1,4,1,1,26,7,1,1,0,,30.06.2028
Nathan Tella,ng NGA,AM,25-127,"Saturday November 9, 2024",0,0,0.0,0.0,0.0,0.0,1,6,6,6,0,0,0,0,1,0,0.0,0.0,0.0,0,6,0,0,1,3,3,3,0,0,0,5,0,,0,1,1,1,7,3,1,1,0,0.0,30.06.2028
Nathan Tella,ng NGA,FW,25-085,"Saturday September 28, 2024",0,1,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,0,0,3,1,,0,0,1,0,4,2,1,0,0,,30.06.2028
Rocco Reitz,de GER,DM,22-339,"Saturday May 3, 2025",1,1,0.2,0.2,0.0,0.0,2,38,38,38,0,0,1,1,12,1,0.0,0.0,0.0,1,38,0,0,1,26,26,26,0,5,0,4,1,100.0,0,0,1,2,26,1,0,1,1,100.0,30.06.2028
Chris Fuhrich,de GER,LM,26-319,"Saturday November 23, 2024",1,2,0.1,0.1,0.4,0.4,6,42,42,42,4,4,3,3,12,1,0.4,0.4,0.7,2,40,2,2,2,37,37,37,0,1,0,26,7,50.0,3,3,1,1,42,13,0,2,2,100.0,30.06.2028
Ansgar Knauff,de GER,LM,22-234,"Saturday August 31, 2024",0,0,0.0,0.0,0.0,0.0,0,5,5,5,0,0,0,0,1,0,0.0,0.0,0.0,0,4,1,0,0,4,4,4,0,1,0,4,2,,0,0,1,0,3,1,0,0,0,0.0,30.06.2028
Benjamin Henrichs,de GER,WB,27-274,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,1,34,34,34,5,5,1,1,11,3,0.0,0.0,0.0,3,28,6,0,1,22,22,22,0,6,0,8,0,100.0,0,0,0,0,25,6,1,1,2,100.0,30.06.2028
Nathan Tella,ng NGA,RM,25-295,"Saturday April 26, 2025",0,1,0.1,0.1,0.2,0.2,2,15,15,15,0,0,0,0,5,0,0.2,0.2,0.2,0,15,0,0,3,10,10,10,0,1,0,11,0,0.0,1,0,2,0,14,9,2,3,0,0.0,30.06.2028
